Unnamed: 0,reviewID,reviewerID,restaurantID,date,rating,reviewUsefulCount,reviewContent,flagged,name,location,yelpJoinDate,friendCount,reviewCount,firstCount,usefulCount,coolCount,funnyCount,complimentCount,tipCount,fanCount,restaurantRating,ReviewLength,review_year,sentiment_score,reviewer_sentiment_var,lexical_diversity_ttr,word_repetitiveness,capitalization_ratio,location_entropy,days_active,review_velocity,restaurant_rating_var,char_count,word_count,avg_word_length,has_friends,has_useful_votes
21868,Sfy-01qTIm1sgv3lGOghPQ,aushFaKV7C9Zl0oEvuIzUA,h-CNRJ-bqSZvz75J4A9cFg,2011-05-25,4,0,yum good service good location really good food we went friday problem getting seated much bigger inside looks outside i steak salad bf th rueben both awesome lots beers tap i definitely want go back brunch,0,Larisa B.,"Chicago, IL",2009-04-01,2,13,0,0,0,0,0,0,0,3.5,36,2011,0.38749999999999996,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,784,0.016581632653061226,1.657142857142857,206,36,5.722222222222222,1,0
11091,ghIYBHA-tI7bxnXewn3aUA,gb-ClTImK6Sl8d40qFj0hg,-pO0hsi0xlF4FwqLGJUizg,2010-05-03,2,2,the food service okay on sunday may 2 arrived 4 40 pm informed still serving late lunch could order dinner 5 00 pm the late lunch menu sparse asked dinner menu 4 45 pm they gave us dinner menu said waiter would back 5 00 pm take dinner order my question is does something magical happen kitchen serve dinner 15 minutes did go 15 minutes get piece halibut serve dinner in bad recession would think businesses would bend backwards make customers happy this first last visit uncommon ground,0,li m.,"Chicago, IL",2009-01-01,0,12,0,24,1,7,0,0,0,4.0,88,2010,0.15500000000000003,0.0,0.75,0.25,0.0,0.0,487,0.024640657084188913,1.5669515669515666,487,88,5.534090909090909,0,1
17637,Dd5JNvhwSDpJf3mIcEQs7g,L0xAsCfhYAIR_rmjWHh1MQ,1g52-6WzlhjIOpNAsBjPJg,2010-11-29,4,0,all say must go west town minus hideous building food great we went dinner saturday night sat right gazed extensive menu i fancy big eater always little skeptical place boasts mega roll got right hot damn rolls huge before ordered found 13 17dollar rolls tad steep get moneys worth the fish fresh inventive rolls mean puts bacon prosciutto sushi if looking change want step toro coast box give place try byob great qualm proper stemware fan drinking great bottle sake small bucket glass,0,Bobby Big Merf M.,"Chicago, IL",2010-11-01,0,6,0,6,0,1,0,0,0,4.0,83,2010,0.18730158730158727,0.0,0.927710843373494,0.07228915662650602,0.0,0.0,28,0.21428571428571427,1.6,486,83,5.855421686746988,0,1
10971,PmhedUahUXXOud52x1S4yQ,ImXf-4tRIztsO9VGZH1ZpQ,-pO0hsi0xlF4FwqLGJUizg,2008-05-01,4,0,love devon location uncommon ground definitely restaurant coffeehouse which original uncommon wrigleyville like love atmosphere food delicious bit pricey side,0,Dana C.,"Chicago, IL",2008-03-01,11,23,0,15,6,1,3,0,1,4.0,20,2008,0.5678571428571428,0.0,0.9,0.1,0.0,0.0,61,0.3770491803278688,1.5669515669515666,158,20,7.9,1,1
19118,upor2hDYDYWdykscRucnIw,ZPQzsW10q5pQGarQXAXmtw,CQ75CQSyrsmb-S3UAwCHpw,2008-02-21,4,0,great food great staff great drinks bit crowded weekends nice kid friendly,0,Naomi nomi C.,"Chicago, IL",2008-02-01,2,15,4,10,5,2,1,0,0,4.0,12,2008,0.675,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,20,0.75,0.6403846153846151,74,12,6.166666666666667,1,1
14123,RLZeBpxIawhUybvPF2L24g,tejLupS-GgJUG_7uWXwetw,OKOfoisduqP24uK3WYvx7Q,2011-03-05,2,0,it s over i remember year ago i eagerly checked revbrew s blog anticipating progress neighborhood s brew pub i ve revolution many times since then i think time i call quits revolution become loud busy dining experience last night in my mussels bit slimy comfort veggie reuben seasoning disaster i also tried mushroom pizza fresh crimini s hint truffle oil bad enough warrant price to put simply menu concept performance it s longer enough throw dash black truffle oil onto entree pull inspired chef driven dining out hat here s thing i m willing overlook mediocre food brew pub beer stellar i m looking you three floyds revolution s beer however and i ve almost everything current menu simply falls flat regardless style everything muted underdeveloped flavor i d like think result growing pains looking you founders bells i never thought i d say this i may take goose island revolution comes beer the guest list beers features real winners prices simply unreasonable i ordered dogfish 90 min ipa get real flavor 6 bottle bother,1,Kevin D.,"Chicago, IL",2011-02-01,11,4,0,1,1,0,0,0,0,4.0,176,2011,0.02675438596491229,0.0,0.7556818181818182,0.24431818181818182,0.0,0.0,32,0.125,0.9954751131221719,1028,176,5.840909090909091,1,1
2086,4LrYwt3lIo6WaMWxH706lA,aD-rsDe2S0e7jTkYD6ULaQ,Z2nOMPedr7XYhgYhILJjEA,2010-06-15,5,1,excellent thin crust pizza brewpub tv screens watching games amusing live band karaoke nights cost worth rating 3 plain medium 14 50 toppings 1 75 2 return worthiness yes eve award best logo playing piece pizza peace highlights 3 types pizza white no tomato sauce red traditional tomato sauce garlicky parmesan red without mozzarella serving platter big long cookie sheet like pans meatball roasted red pepper red pizza unique combo created i loved it atmosphere big open room high ceilings lively fun spirited kind reminded old pro palo alto without obnoxious rowdy college feel brewpub learned difference microbrewery get beer location they make good variety fun named types ex worryin ale top heavy wack job cheap thrills etc full bar even though beer specialty bar accommodate non beery apparel love black girl tee logo it they also shirts hoodies sunday takeout special large pizza growler 25 live band karaoke place owned guy cheap trick nights super entertaning only seem new orleans lowlights appetizers much variety just chips salsa kind stuff but hey thing pizza understand focusing much else loved spot pizza hang back i m area,0,Eve good food and wine make me happy K.,"Sunnyvale, CA",2008-01-01,187,756,60,2966,2579,2141,1922,85,38,4.0,186,2010,0.24472500983864617,0.0,0.8279569892473119,0.17204301075268819,0.0,0.0,896,0.84375,1.623477297895903,1138,186,6.118279569892473,1,1
5098,HCJ,89PdBMBtNBZr94Wrn331Hw,F7IQngaDDBgYvhA3U31q-g,2009-11-23,5,2,you know i hate fake latin food you know i love irazu restaurant after living midwest three years i finally found latin american restaurant comes close authentic food i grew eating a friend mine i asked someone met bucktown art festival eat next meal chicago suggested irazu really good quick authentic said and boy right we walked incredibly busy restaurant saturday night starved ready deliciousness i ordered special tilapia tacos came loaded rice beans plantains we also ordered chips salsa chicken ticos the beans like mother makes cooked hours flavored plenty onions salt my tilapia tacos messy simply flavored grilled onions cilantro the tilapia fresh cooked perfection i say i surprised too since jammed to go orders in house diners service funny friendly despite craziness inside the guys behind counter let us try special drinks house sweet surprisingly tasty i m sweet drink fan traditionally next time i definitely order one if i lived chicago irazu would staple as is i convincing chicago friends we ll need visit hole in the wall next time we re visiting everytime chicago mentioned house irazu shortly follows husband verge making special trip chicago try place really know he s missin yet,0,Theresa panza verde F.,"Arlington, VA",2005-04-01,59,140,34,200,98,39,58,0,6,4.0,198,2009,0.13869047619047617,0.0,0.7424242424242424,0.25757575757575757,0.0,0.0,1697,0.08249852681202122,1.0169340463458105,1204,198,6.08080808080808,1,1
15082,fVgV0vqZFk8Oi_8IN_fAsQ,SsxTB9qBVrIaGZrZq8ZeeA,sDYjKyI_67eUhFAqVneYjA,2012-09-02,1,0,it s overpriced pretentious portions size dinner small i left feeling unsatisfied ripped off i high expectations really disappointed service not going again many places great city tasty meals much comfortable dining experience,1,Bob T.,"Chicago, IL",2012-09-01,0,2,0,1,0,1,0,0,0,4.0,33,2012,0.06999999999999999,0.0,0.9696969696969697,0.030303030303030304,0.0,0.0,1,2.0,1.764705882352941,226,33,6.848484848484849,0,1
22203,ioSeyzNB-6zKG5Fg45r2Ag,kpDBzn3-MMoKi5wbbsDiYw,IuFEm-19YYh49T5ZlvwkDA,2011-08-05,5,0,always delicious always super nice service one favorite places,0,Andrew A.,"Chicago, IL",2008-04-01,0,20,0,11,5,5,0,0,0,4.5,9,2011,0.6083333333333333,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,1221,0.01638001638001638,0.9763157894736842,62,9,6.888888888888889,0,1
19493,IiRUtTzERkQQ4Xe7eN-zZg,5QdMF0_yJ2CrNqfA0PJQiw,5OtAmmypXvuTbkFBCziF_Q,2010-06-30,5,0,i lived chicago 4 weeks twice i dream think mouth watering fresh food it great restaurant the food world always get appetizers split really want miss anything the scallop lime salad amazing beignats great too the cocktails great especially lychee martini great great food the atmosphere perfect i prefer sit upstairs exclusive light candlelight i go around 9 00pm places go kind later my fav chi town,1,Madison M.,"Chicago, IL",2010-02-01,0,4,0,3,2,3,0,0,0,4.0,67,2010,0.5461538461538461,0.0,0.8059701492537313,0.19402985074626866,0.0,0.0,149,0.026845637583892617,1.7660818713450288,400,67,5.970149253731344,0,1
14143,yKrmieFKQ8zrHn1kMcJGvw,wIC4kIcvELFuX1yfxZpiJA,OKOfoisduqP24uK3WYvx7Q,2010-07-12,5,0,all i say f ing go there it s awesome every way even moreso i m 4 blocks away mmmm revolution,1,JR MUFFINS M.,"Chicago, IL",2010-06-01,0,5,0,0,0,0,0,0,0,4.0,21,2010,1.0,0.0,0.9523809523809523,0.047619047619047616,0.0,0.0,41,0.12195121951219512,0.9954751131221719,93,21,4.428571428571429,0,0
13421,AUphf4auZhYjLesrkWD8Ww,KEYgh1MzXb4wDLLMeDBS5g,mCHto10PBQOKnefm7gholg,2011-07-13,4,0,my friends i come often work the atmosphere great you forget chicago lively music well adorned back patio i never anything i like a friend mine claimed like cuban food even said sandwich best sandwich ever had,1,D Z.,"Chicago, IL",2011-07-01,0,18,0,2,1,0,1,0,0,4.0,37,2011,0.4840909090909091,0.0,0.8918918918918919,0.10810810810810811,0.0,0.0,12,1.5,1.6553846153846155,209,37,5.648648648648648,0,1
2074,9j1bX2e-oKnraktBYM8Kyw,kMD0WKlZFyCGn1t9R0GphA,Z2nOMPedr7XYhgYhILJjEA,2012-02-12,4,0,this place really cool i like music selection a little loud ears beer delicious pizza yummy if little quieter i would given 5 stars,0,Lauren LC C.,"Chicago, IL",2010-11-01,11,22,0,24,8,8,2,0,0,4.0,24,2012,0.215,0.08384266119783348,0.9166666666666666,0.08333333333333333,0.0,0.0,468,0.04700854700854701,1.623477297895903,131,24,5.458333333333333,1,1
17103,QwHq7wzMIs0hByyHLhsLhw,Ucy6i-i46IKszfh71BFaIA,50gFzdVglOz88eFJ6v-26A,2010-09-04,4,0,this place great if want come busy hour need reservation other that service friendly fish fresh setting really fun there great deals specials esp 5pm bring us back visits,1,Mara S.,"Chicago, IL",2007-08-01,0,5,1,10,6,1,0,0,0,4.0,29,2010,0.31875,0.0,0.9655172413793104,0.034482758620689655,0.0,0.0,1130,0.004424778761061947,1.638364779874213,170,29,5.862068965517241,0,1
26846,JvSvyJYVN1eX35BhOZK7jw,xk_jm8LCjuVEKL9OQhVlyg,28gamO9SwWMHxwB0nP_plQ,2011-01-25,4,0,still one best taco burritos town,1,amelia amelia p.,"Chicago, IL",2011-01-01,0,13,0,2,0,1,0,0,0,4.0,6,2011,1.0,0.0,1.0,0.0,0.0,0.0,24,0.5416666666666666,1.6111111111111112,33,6,5.5,0,1
19168,XUbVRvcl3sZ5P7uWnTDcdA,kifGqMkTo-Z4fO7oswasAg,CQ75CQSyrsmb-S3UAwCHpw,2012-05-21,4,0,great chopped salad,1,Jason G.,"Chicago, IL",2012-05-01,0,1,0,0,0,0,0,0,0,4.0,3,2012,0.8,0.0,1.0,0.0,0.0,0.0,20,0.05,0.6403846153846151,19,3,6.333333333333333,0,0
15132,b5ZeHaJnSFnK1yvKtDmOmw,tbKPeHAnErcQMQnkUw4sBg,sDYjKyI_67eUhFAqVneYjA,2011-06-01,5,0,fun delicious new age food or call hipster food river north anyway whole freshly picked locally sourced thing seems rage lately if picky odd foods like i am stay away bones marrows gamey sounding dishes something everyone menu and like owen engine make wicked saczerac cocktail handcrafted too valet parking often times lots street parking beware dark inside loud busy times,1,Dave S.,"Chicago, IL",2010-02-01,0,4,0,2,1,1,0,1,0,4.0,61,2011,0.1381542699724518,0.0,0.9344262295081968,0.06557377049180328,0.0,0.0,485,0.008247422680412371,1.764705882352941,374,61,6.131147540983607,0,1
17318,3my1QSpIaxjNOWNwK,IP2FMq4cmrdBCcjf5S6bzQ,vvhfPV-Llkd4fE2SHuLVvA,2008-07-15,4,0,food anywhere good good waiter seemed know lot willamette valley pinot noir favorite the decor comfortable clean dark comfortably so to start advised oysters mussels vindaloo sauce great haddock cake totally good unexpected me caveat walk quickly entrance back room possible avoid surrounded loudmouthing clumsy macking michigan avenue suits,0,matt b.,"Chicago, IL",2007-10-01,47,99,1,235,157,199,167,0,15,4.0,49,2008,0.325,0.0,0.9591836734693877,0.04081632653061224,0.0,0.0,288,0.34375,1.0904761904761906,341,49,6.959183673469388,1,1
14602,tFvzuBxCdcZ8liGEekuGTg,fLnP90koCvjmgdsU0iB3QA,FCcgXODBs6O7MGH3VZNyLQ,2012-03-10,4,0,hi frank c you supposed put hot dog mouth rectum i saw glowing review garibaldi s place makes pizza scratch taste like frozen pizza give reviewing food,1,Marty WINO R.,"Elk Grove Village, IL",2012-03-01,0,2,0,0,0,0,0,0,0,4.0,27,2012,0.25,0.0,0.9629629629629629,0.037037037037037035,0.0,0.0,9,0.2222222222222222,1.9750290360046459,151,27,5.592592592592593,0,0
26012,4IPUl5DI0QwofTnN7y71xw,9dTnpsb_tO25h44IAoeRjQ,6PQTqW9j-sriDBQyQCJbjw,2012-04-15,3,0,my host described arguably best italian food chicago we got price fixe menu the short it it wasn t mediocre best it bad mind you it great conventional italian got tons competition you tell lot italian restaurants quality bread quality olive oil canned tomatoes none average food tasted blah if cheaper would okay charge lot medium food i see variations restaurant chicago did used better,0,Jonathan K.,"Tucson, AZ",2011-07-01,19,71,0,26,5,12,9,3,0,4.0,65,2012,0.17747252747252748,0.0,0.8,0.2,0.0,0.0,289,0.24567474048442905,1.067816091954023,387,65,5.953846153846154,1,1
3160,TyH9jbz4OsfFD3pYnI8qZw,DyRFkc4mTonxbCiyAPZaDw,sfWMOqUEp8S2adDeJp7Kzg,2009-07-05,4,0,went last weekend girls amazing drinks great food service ok but atmosphere food drinks made it,1,Corinne Irish Times K.,"Chicago, IL",2009-02-01,11,19,0,30,26,30,12,0,0,4.0,16,2009,0.47500000000000003,0.0,0.875,0.125,0.0,0.0,154,0.12337662337662338,1.1697695035460993,95,16,5.9375,1,1
8889,vHXBZ3bp2jOw1xZRQe00FA,YxikU9caizFP5JRxBswbBw,sR4EOfPuI-at41uIxIZPhw,2009-08-12,3,0,extensive beer list ranging cheap cheap the food menu refreshingly unique items cb j cashew butter fig jam sandwich a favorite friends organic brisket little red taste student place i could frequent due little pricey the atmosphere crowded buzzing conversation difficult hear very popular wait hour thursday seated staff friendly beer food comes quickly a great place looking belgian beer experience combined organic menu comfortably animated atmosphere,1,Zack Master Exploder L.,"Chicago, IL",2009-08-01,1,7,0,0,0,0,0,0,0,4.0,67,2009,0.2086666666666667,0.0,0.835820895522388,0.16417910447761194,0.0,0.0,11,0.6363636363636364,1.3145235892691955,453,67,6.7611940298507465,1,0
17998,txZ70kDC1N6UbF1p4zKW2g,-1dy1j5gaMMo5Xe6qCsdFg,m5_GCJP2W4zEJnyVgxa3eA,2011-12-22,5,0,before recent trip chicago friend sent link l e website it turned one prized recommendations i ve ever received not dining unparalleled experience i realized even many locals know offer slick stylish accommodations upstairs there 6 rooms ranging size price from affordable really affordable and one best perks guest make reservation restaurant something otherwise allow the rooms busy bar friend i bothered noise it seemed add flavor experience as far restaurant accolades l e received speak themselves i crispy pork belly coaxed delicate blend flavors dish i would ever thought possible nothing hit table went without praise exception gruyere dough nuts bit polarizing you see i stood full compliment stars above our server knowledgeable i ve ever had attentive unpretentious finally bar itself the whiskey menu unreal if memory serves small sampling i had 300 offerings three dozen three dollars pour we visited bar day coffee dinner bartender fantastically amicable knowledgeable and like server unpretentious environment could great qualities toe line staff carefully selected all all longman eagle well worth experience closer blue line train station if anywhere near logan square seek out better yet looking place stay beats banality overpriced lack luster hotel chains get room,1,Ian H.,"Brandon, MS",2011-12-01,1,2,0,1,2,0,0,0,0,4.0,197,2011,0.18809523809523807,0.0,0.8324873096446701,0.16751269035532995,0.0,0.0,21,0.09523809523809523,1.5634057971014494,1284,197,6.517766497461929,1,1
6264,3IdvJTj4ITCILj94f3Pq9A,P_pk7ld02y4Cf7S-DOwIzw,o54U2VkQama8FI30qDkWvw,2012-07-23,1,3,my vegan meet group walked dessert lunch i taste vegan cupcake server place lunch said the chicago diner vegan desserts first all walked in customer leaving standing doorway talking server i i tried walk around gave horrifying look that warning we sat ordered desserts it took really long time one friends get shake we started looking around wondering going on our server finally came said sort problem shake done shortly the server never asked everything ok needed anything else we asked checks could separate three us server said yes we waited waited checks the server put one book best separate payment she came back frazzled said confusing did so told payment went check we put payment top check she returned checks time separate books which done first place slamming middle table turning quickly walking away my friend go ask pen forgot give us one we waited even longer come back the server never said thanks come back hope enjoyed it nothing we came happy excited left thinking heck happened let also mention usually i walk restaurant say use restroom workers move side let pass in place i move way three workers one workers things hands heavy things i kind understand two hands free i felt though i treated kindness i think manager needs train employees treat customers kind respect i never eat there oh i almost forgot i german chocolate cupcake it small cold overpriced,0,Sandra Gardenia T.,"Chicago, IL",2010-01-01,99,178,12,435,391,249,344,233,6,4.0,235,2012,0.13422619047619044,0.0,0.6595744680851063,0.3404255319148936,0.0,0.0,934,0.1905781584582441,1.5238095238095242,1379,235,5.868085106382979,1,1
13391,4kko6qI-uJRtrMh00iYdIw,Y1cSqY5tjs7VgCAmLwMTKw,mCHto10PBQOKnefm7gholg,2011-07-14,1,0,just gross 2 us went 7 10 11 lunch 50 00 pork overcooked dry covered small jar garlic oil make seem moist best part lunch water sun henry waiter drunk lady behind birthday date tim i never return 90 miles cuba new management even though wanted try something else give free dessert took neither i would desired remove bill i took two bites ouch one word don t,1,RT TODD P.,"Chicago, IL",2010-08-01,0,20,0,4,2,7,0,0,1,4.0,68,2011,0.03996212121212121,0.33511683121006386,0.9411764705882353,0.058823529411764705,0.0,0.0,347,0.05763688760806916,1.6553846153846155,358,68,5.264705882352941,0,1
6859,dQ98fql8pisNvf3tES2pLQ,H3tbSSoX5FbCyKxl4Fu6gA,8d_DiHWB-pjBVW3a7D8EWg,2011-08-29,2,0,we group 30 chose book private room second floor the set menu prepared us good we 3 different pieces sushi roll starters two salads spinach mushroom chicken greens deep fried shrimp balls sweet sauce top cod eggplant canton chow mein did taste good breaded chicken breast overall food good ambiance great bill came 140 including drink however us 1 3 drinks non alchoholic drink we charged people show due flight delays due hurricane irene,0,Anni L.,"Toronto, ON",2010-11-01,48,76,6,174,110,53,78,4,5,4.0,74,2011,0.15333333333333332,0.0,0.8783783783783784,0.12162162162162163,0.0,0.0,301,0.25249169435215946,1.8160919540229887,438,74,5.918918918918919,1,1
2447,jdJTDM8kNaKoV3u-U8-azg,HiAhcDNlROXWS9nZ3drK1Q,Z2nOMPedr7XYhgYhILJjEA,2009-09-13,3,0,alright i generally like place good things first their pizza really excellent large pies thin crust fresh toppings all ask for some home made beer also pretty good now things p last times i went the staff nearly friendly used be if i wait table almost 2 hours i want yelled staff standing way close bar which leads no 2 3 recent complains this place crowded way loud when approx 200 people venue mostly larger groups eating pizzas drinking beer talking why would turn music that loud so go want actually talk friends group if decide go grap great pizza make sure bring plenty time even reservation group 12 wait hour table 45 mins ago 3 i really like pizza keep coming back it,1,Marc M.,"Chicago, IL",2009-09-01,0,5,0,0,2,1,0,0,0,4.0,124,2009,0.2569642857142857,0.08346385399362641,0.8145161290322581,0.18548387096774194,0.0,0.0,12,0.4166666666666667,1.623477297895903,676,124,5.451612903225806,0,0
